timestep_time,edge_id,lane_id,vehicle_id,vehicle_pos,vehicle_speed
24.00,2to0,2to0_1,flow1.2,123.56,9.43
24.00,2to0,2to0_1,flow1.0,193.90,8.23
24.00,2to0,2to0_2,flow1.1,271.32,16.34
24.00,3to0,3to0_0,flow2.7,12.59,4.39
24.00,3to0,3to0_0,flow2.6,31.61,6.40
24.00,3to0,3to0_0,flow2.4,60.87,7.04
24.00,3to0,3to0_0,flow2.3,95.48,8.12
24.00,3to0,3to0_0,flow2.2,126.53,7.53
24.00,3to0,3to0_0,flow2.0,177.83,7.72
24.00,3to0,3to0_1,flow2.5,52.80,9.02
24.00,3to0,3to0_2,flow2.1,287.63,17.75
24.00,4to0,4to0_0,flow3.7,10.92,2.56
24.00,4to0,4to0_0,flow3.6,55.28,7.97
24.00,4to0,4to0_0,flow3.5,86.40,7.06
24.00,4to0,4to0_0,flow3.4,107.21,9.68
24.00,4to0,4to0_0,flow3.0,179.98,9.43
24.00,4to0,4to0_1,flow3.3,114.42,6.23
24.00,4to0,4to0_1,flow3.1,170.60,9.19
24.00,4to0,4to0_2,flow3.2,160.27,14.52
25.00,1to0,1to0_0,flow0.8,7.10,0.00
25.00,1to0,1to0_0,flow0.6,39.22,8.25
25.00,1to0,1to0_0,flow0.4,133.03,11.80
25.00,1to0,1to0_0,flow0.0,188.79,6.12
25.00,1to0,1to0_1,flow0.7,19.53,7.44
25.00,1to0,1to0_1,flow0.2,138.78,7.64
25.00,1to0,1to0_1,flow0.1,161.79,7.88
25.00,1to0,1to0_2,flow0.3,115.97,8.89
25.00,1to0,1to0_2,flow0.5,172.51,18.17
25.00,2to0,2to0_0,flow1.7,7.10,0.00
25.00,2to0,2to0_0,flow1.6,17.84,6.62
25.00,2to0,2to0_0,flow1.4,59.58,9.46
25.00,2to0,2to0_0,flow1.3,98.69,8.03
25.00,2to0,2to0_1,flow1.5,32.45,6.92
25.00,2to0,2to0_1,flow1.2,130.79,7.23
25.00,2to0,2to0_1,flow1.0,203.43,9.53
25.00,2to0,2to0_2,flow1.1,288.53,17.21
25.00,3to0,3to0_0,flow2.8,7.10,0.00
25.00,3to0,3to0_0,flow2.6,39.38,7.77
25.00,3to0,3to0_0,flow2.4,68.59,7.72
25.00,3to0,3to0_0,flow2.3,104.94,9.46
25.00,3to0,3to0_0,flow2.2,133.90,7.37
25.00,3to0,3to0_0,flow2.0,187.62,9.79
25.00,3to0,3to0_1,flow2.7,19.60,7.01
25.00,3to0,3to0_1,flow2.5,61.72,8.92
25.00,3to0,3to0_2,flow2.1,305.01,17.38
25.00,4to0,4to0_0,flow3.8,7.10,0.00
25.00,4to0,4to0_0,flow3.7,13.77,2.85
25.00,4to0,4to0_0,flow3.6,62.23,6.94
25.00,4to0,4to0_0,flow3.5,94.11,7.70
25.00,4to0,4to0_0,flow3.4,116.13,8.92
25.00,4to0,4to0_0,flow3.0,188.18,8.20
25.00,4to0,4to0_1,flow3.3,120.65,6.23
25.00,4to0,4to0_1,flow3.1,179.48,8.88
25.00,4to0,4to0_2,flow3.2,175.28,15.02
26.00,1to0,1to0_0,flow0.8,11.83,4.73
26.00,1to0,1to0_0,flow0.6,48.90,9.69
26.00,1to0,1to0_0,flow0.4,146.68,13.65
26.00,1to0,1to0_0,flow0.0,198.00,9.21
26.00,1to0,1to0_1,flow0.7,29.32,9.78
26.00,1to0,1to0_1,flow0.2,146.39,7.62
26.00,1to0,1to0_1,flow0.1,169.95,8.16
26.00,1to0,1to0_2,flow0.3,124.13,8.16
26.00,1to0,1to0_2,flow0.5,192.08,19.57
26.00,2to0,2to0_0,flow1.8,7.10,0.00
26.00,2to0,2to0_0,flow1.6,25.05,7.22
26.00,2to0,2to0_0,flow1.3,105.00,6.31
26.00,2to0,2to0_1,flow1.7,11.24,4.14
26.00,2to0,2to0_1,flow1.5,42.26,9.81
26.00,2to0,2to0_1,flow1.4,69.57,9.99
26.00,2to0,2to0_1,flow1.2,138.75,7.96
26.00,2to0,2to0_1,flow1.0,211.38,7.96
26.00,2to0,2to0_2,flow1.1,306.61,18.08
26.00,3to0,3to0_0,flow2.8,10.40,3.30
26.00,3to0,3to0_0,flow2.6,48.15,8.76
26.00,3to0,3to0_0,flow2.4,75.66,7.07
26.00,3to0,3to0_0,flow2.3,114.41,9.47
26.00,3to0,3to0_0,flow2.2,142.89,8.99
26.00,3to0,3to0_0,flow2.0,197.43,9.82
26.00,3to0,3to0_1,flow2.7,26.20,6.60
26.00,3to0,3to0_1,flow2.5,70.71,9.00
26.00,3to0,3to0_2,flow2.1,321.84,16.83
26.00,4to0,4to0_0,flow3.8,7.10,0.00
26.00,4to0,4to0_0,flow3.7,17.54,3.78
26.00,4to0,4to0_0,flow3.6,69.89,7.67
26.00,4to0,4to0_0,flow3.5,102.90,8.79
26.00,4to0,4to0_0,flow3.4,126.11,9.97
26.00,4to0,4to0_0,flow3.0,194.26,6.08
26.00,4to0,4to0_1,flow3.3,126.88,6.23
26.00,4to0,4to0_1,flow3.1,187.73,8.25
26.00,4to0,4to0_2,flow3.2,193.15,17.87
27.00,1to0,1to0_0,flow0.9,7.10,0.00
27.00,1to0,1to0_0,flow0.8,19.06,7.22
27.00,1to0,1to0_0,flow0.6,57.05,8.14
27.00,1to0,1to0_0,flow0.4,158.13,11.45
27.00,1to0,1to0_0,flow0.0,206.15,8.16
27.00,1to0,1to0_1,flow0.7,37.95,8.64
27.00,1to0,1to0_1,flow0.2,154.45,8.06
27.00,1to0,1to0_1,flow0.1,178.17,8.22
27.00,1to0,1to0_2,flow0.3,131.66,7.53
27.00,1to0,1to0_2,flow0.5,209.87,17.79
27.00,2to0,2to0_0,flow1.8,9.37,2.27
27.00,2to0,2to0_0,flow1.6,33.47,8.42
27.00,2to0,2to0_0,flow1.3,114.93,9.93
27.00,2to0,2to0_1,flow1.7,16.69,5.46
27.00,2to0,2to0_1,flow1.5,51.47,9.21
27.00,2to0,2to0_1,flow1.4,79.03,9.46
27.00,2to0,2to0_1,flow1.2,148.18,9.43
27.00,2to0,2to0_1,flow1.0,221.19,9.81
27.00,2to0,2to0_2,flow1.1,325.24,18.62
27.00,3to0,3to0_0,flow2.9,3.10,0.00
27.00,3to0,3to0_0,flow2.8,14.23,3.84
27.00,3to0,3to0_0,flow2.6,55.54,7.39
27.00,3to0,3to0_0,flow2.4,84.33,8.68
27.00,3to0,3to0_0,flow2.3,122.50,8.09
27.00,3to0,3to0_0,flow2.2,151.22,8.33
27.00,3to0,3to0_0,flow2.0,206.48,9.05
27.00,3to0,3to0_1,flow2.7,32.35,6.14
27.00,3to0,3to0_1,flow2.5,79.44,8.73
27.00,3to0,3to0_2,flow2.1,341.50,19.65
27.00,4to0,4to0_0,flow3.8,8.52,1.42
27.00,4to0,4to0_0,flow3.7,22.66,5.12
27.00,4to0,4to0_0,flow3.6,78.26,8.36
27.00,4to0,4to0_0,flow3.5,111.62,8.72
27.00,4to0,4to0_0,flow3.4,135.28,9.17
27.00,4to0,4to0_0,flow3.0,202.79,8.52
27.00,4to0,4to0_1,flow3.1,196.16,8.43
27.00,4to0,4to0_2,flow3.3,133.11,6.23
27.00,4to0,4to0_2,flow3.2,212.74,19.59
28.00,1to0,1to0_0,flow0.9,7.66,0.56
28.00,1to0,1to0_0,flow0.8,31.14,12.09
28.00,1to0,1to0_0,flow0.6,66.76,9.71
28.00,1to0,1to0_0,flow0.4,171.01,12.88
28.00,1to0,1to0_0,flow0.0,214.63,8.48
28.00,1to0,1to0_1,flow0.7,47.39,9.44
28.00,1to0,1to0_1,flow0.2,163.15,8.70
28.00,1to0,1to0_1,flow0.1,187.22,9.05
28.00,1to0,1to0_2,flow0.3,139.26,7.60
28.00,1to0,1to0_2,flow0.5,229.04,19.18
28.00,2to0,2to0_0,flow1.8,12.51,3.14
28.00,2to0,2to0_0,flow1.6,42.27,8.79
28.00,2to0,2to0_0,flow1.3,124.58,9.65
28.00,2to0,2to0_1,flow1.5,59.44,7.97
28.00,2to0,2to0_1,flow1.4,88.60,9.57
28.00,2to0,2to0_1,flow1.2,157.85,9.67
28.00,2to0,2to0_1,flow1.0,231.17,9.98
28.00,2to0,2to0_2,flow1.7,24.96,8.26
28.00,2to0,2to0_2,flow1.1,341.66,16.42
28.00,3to0,3to0_0,flow2.9,5.13,2.03
28.00,3to0,3to0_0,flow2.8,21.89,7.66
28.00,3to0,3to0_0,flow2.6,64.03,8.49
28.00,3to0,3to0_0,flow2.4,92.98,8.64
28.00,3to0,3to0_0,flow2.3,132.00,9.49
28.00,3to0,3to0_0,flow2.2,158.21,6.99
28.00,3to0,3to0_0,flow2.0,213.84,7.36
28.00,3to0,3to0_1,flow2.7,40.03,7.68
28.00,3to0,3to0_1,flow2.5,86.24,6.79
28.00,3to0,3to0_2,flow2.1,359.65,18.15
28.00,4to0,4to0_0,flow3.8,13.26,4.74
28.00,4to0,4to0_0,flow3.7,28.56,5.90
28.00,4to0,4to0_0,flow3.6,86.17,7.92
28.00,4to0,4to0_0,flow3.5,118.40,6.78
28.00,4to0,4to0_0,flow3.0,210.94,8.15
28.00,4to0,4to0_1,flow3.4,144.38,9.10
28.00,4to0,4to0_1,flow3.1,205.07,8.91
28.00,4to0,4to0_2,flow3.3,139.17,6.05
28.00,4to0,4to0_2,flow3.2,230.13,17.39
29.00,1to0,1to0_0,flow0.9,10.25,2.58
29.00,1to0,1to0_0,flow0.8,44.34,13.19
29.00,1to0,1to0_0,flow0.6,75.29,8.53
29.00,1to0,1to0_0,flow0.4,182.42,11.41
29.00,1to0,1to0_0,flow0.0,223.16,8.53
29.00,1to0,1to0_1,flow0.7,56.02,8.63
29.00,1to0,1to0_1,flow0.2,169.69,6.53
29.00,1to0,1to0_1,flow0.1,195.01,7.79
29.00,1to0,1to0_2,flow0.3,148.91,9.65
29.00,1to0,1to0_2,flow0.5,246.02,16.98
29.00,2to0,2to0_0,flow1.9,5.10,0.00
29.00,2to0,2to0_0,flow1.8,18.98,6.47
29.00,2to0,2to0_0,flow1.6,51.74,9.47
29.00,2to0,2to0_0,flow1.3,132.03,7.45
29.00,2to0,2to0_1,flow1.5,67.64,8.20
29.00,2to0,2to0_1,flow1.4,96.57,7.97
29.00,2to0,2to0_1,flow1.2,166.19,8.34
29.00,2to0,2to0_1,flow1.0,239.55,8.38
29.00,2to0,2to0_2,flow1.7,37.13,12.17
29.00,2to0,2to0_2,flow1.1,359.35,17.68
29.00,3to0,3to0_0,flow2.9,7.65,2.51
29.00,3to0,3to0_0,flow2.8,31.75,9.86
29.00,3to0,3to0_0,flow2.6,73.91,9.88
29.00,3to0,3to0_0,flow2.4,102.18,9.21
29.00,3to0,3to0_0,flow2.3,139.29,7.29
29.00,3to0,3to0_0,flow2.2,164.96,6.75
29.00,3to0,3to0_0,flow2.0,221.99,8.15
29.00,3to0,3to0_1,flow2.7,49.82,9.79
29.00,3to0,3to0_1,flow2.5,93.55,7.32
29.00,3to0,3to0_2,flow2.1,375.60,15.95
29.00,4to0,4to0_0,flow3.8,16.58,3.32
29.00,4to0,4to0_0,flow3.7,36.54,7.98
29.00,4to0,4to0_0,flow3.6,94.83,8.65
29.00,4to0,4to0_0,flow3.5,126.95,8.55
29.00,4to0,4to0_0,flow3.0,220.16,9.21
29.00,4to0,4to0_1,flow3.4,154.19,9.81
29.00,4to0,4to0_1,flow3.1,213.70,8.62
29.00,4to0,4to0_2,flow3.3,147.93,8.77
29.00,4to0,4to0_2,flow3.2,249.40,19.27
30.00,1to0,1to0_0,flow0.10,3.10,0.00
30.00,1to0,1to0_0,flow0.9,16.37,6.12
30.00,1to0,1to0_0,flow0.8,55.33,10.99
30.00,1to0,1to0_0,flow0.6,83.67,8.38
30.00,1to0,1to0_0,flow0.4,191.63,9.21
30.00,1to0,1to0_0,flow0.0,230.07,6.91
30.00,1to0,1to0_1,flow0.7,63.66,7.64
30.00,1to0,1to0_1,flow0.2,177.21,7.53
30.00,1to0,1to0_1,flow0.1,203.95,8.94
30.00,1to0,1to0_2,flow0.3,158.41,9.50
30.00,1to0,1to0_2,flow0.5,264.48,18.46
30.00,2to0,2to0_0,flow1.9,5.31,0.21
30.00,2to0,2to0_0,flow1.8,26.52,7.54
30.00,2to0,2to0_0,flow1.6,60.96,9.23
30.00,2to0,2to0_0,flow1.3,141.02,8.99
30.00,2to0,2to0_1,flow1.5,77.53,9.88
30.00,2to0,2to0_1,flow1.4,105.64,9.07
30.00,2to0,2to0_1,flow1.2,173.20,7.01
30.00,2to0,2to0_1,flow1.0,248.17,8.63
30.00,2to0,2to0_2,flow1.7,52.49,15.36
30.00,2to0,2to0_2,flow1.1,377.58,18.23
30.00,3to0,3to0_0,flow2.9,10.86,3.21
30.00,3to0,3to0_0,flow2.8,39.42,7.66
30.00,3to0,3to0_0,flow2.6,82.75,8.84
30.00,3to0,3to0_0,flow2.4,110.93,8.75
30.00,3to0,3to0_0,flow2.3,147.16,7.87
30.00,3to0,3to0_0,flow2.2,171.95,6.99
30.00,3to0,3to0_0,flow2.0,231.16,9.17
30.00,3to0,3to0_1,flow2.7,57.41,7.59
30.00,3to0,3to0_1,flow2.5,100.87,7.32
30.00,3to0,3to0_2,flow2.1,393.12,17.53
30.00,4to0,4to0_0,flow3.9,7.10,0.00
30.00,4to0,4to0_0,flow3.8,21.93,5.35
30.00,4to0,4to0_0,flow3.7,44.25,7.71
30.00,4to0,4to0_0,flow3.6,102.94,8.11
30.00,4to0,4to0_0,flow3.5,135.08,8.13
30.00,4to0,4to0_0,flow3.0,227.85,7.70
30.00,4to0,4to0_1,flow3.4,162.69,8.50
30.00,4to0,4to0_1,flow3.1,221.78,8.08
30.00,4to0,4to0_2,flow3.3,155.95,8.01
30.00,4to0,4to0_2,flow3.2,266.48,17.07
31.00,1to0,1to0_0,flow0.10,4.59,1.49
31.00,1to0,1to0_0,flow0.9,25.28,8.91
31.00,1to0,1to0_0,flow0.8,64.12,8.79
31.00,1to0,1to0_0,flow0.6,92.37,8.70
31.00,1to0,1to0_0,flow0.4,198.70,7.07
31.00,1to0,1to0_0,flow0.0,238.42,8.36
31.00,1to0,1to0_1,flow0.7,71.83,8.17
31.00,1to0,1to0_1,flow0.2,184.77,7.56
31.00,1to0,1to0_1,flow0.1,213.86,9.91
31.00,1to0,1to0_2,flow0.3,168.26,9.85
31.00,1to0,1to0_2,flow0.5,283.15,18.67
31.00,2to0,2to0_0,flow1.9,6.69,1.39
31.00,2to0,2to0_0,flow1.8,35.34,8.82
31.00,2to0,2to0_0,flow1.6,70.45,9.48
31.00,2to0,2to0_0,flow1.3,147.82,6.79
31.00,2to0,2to0_1,flow1.5,85.21,7.68
31.00,2to0,2to0_1,flow1.4,113.19,7.55
31.00,2to0,2to0_1,flow1.2,182.46,9.26
31.00,2to0,2to0_1,flow1.0,256.61,8.44
31.00,2to0,2to0_2,flow1.7,68.09,15.59
31.00,2to0,2to0_2,flow1.1,393.86,16.28
31.00,3to0,3to0_0,flow2.10,7.10,0.00
31.00,3to0,3to0_0,flow2.9,14.42,3.56
31.00,3to0,3to0_0,flow2.8,48.25,8.84
31.00,3to0,3to0_0,flow2.4,118.56,7.62
31.00,3to0,3to0_0,flow2.3,153.15,5.99
31.00,3to0,3to0_0,flow2.2,180.36,8.41
31.00,3to0,3to0_0,flow2.0,238.13,6.97
31.00,3to0,3to0_1,flow2.7,65.77,8.35
31.00,3to0,3to0_1,flow2.6,89.64,6.89
31.00,3to0,3to0_1,flow2.5,110.20,9.33
31.00,3to0,3to0_2,flow2.1,409.41,16.29
31.00,4to0,4to0_0,flow3.9,8.47,1.37
31.00,4to0,4to0_0,flow3.8,29.80,7.87
31.00,4to0,4to0_0,flow3.7,54.12,9.86
31.00,4to0,4to0_0,flow3.6,111.42,8.48
31.00,4to0,4to0_0,flow3.5,143.92,8.84
31.00,4to0,4to0_0,flow3.0,235.90,8.05
31.00,4to0,4to0_1,flow3.4,172.20,9.52
31.00,4to0,4to0_1,flow3.1,229.80,8.02
31.00,4to0,4to0_2,flow3.3,162.40,6.46
31.00,4to0,4to0_2,flow3.2,283.30,16.83
32.00,1to0,1to0_0,flow0.11,7.10,0.00
32.00,1to0,1to0_0,flow0.9,32.30,7.02
32.00,1to0,1to0_0,flow0.8,74.75,10.62
32.00,1to0,1to0_0,flow0.6,102.12,9.74
32.00,1to0,1to0_0,flow0.4,207.30,8.60
32.00,1to0,1to0_0,flow0.0,247.92,9.50
32.00,1to0,1to0_1,flow0.10,6.90,2.32
32.00,1to0,1to0_1,flow0.7,79.07,7.24
32.00,1to0,1to0_1,flow0.2,193.90,9.13
32.00,1to0,1to0_1,flow0.1,222.18,8.31
32.00,1to0,1to0_2,flow0.3,178.10,9.84
32.00,1to0,1to0_2,flow0.5,299.62,16.47
32.00,2to0,2to0_0,flow1.9,8.72,2.03
32.00,2to0,2to0_0,flow1.8,43.28,7.94
32.00,2to0,2to0_0,flow1.6,78.45,8.01
32.00,2to0,2to0_0,flow1.3,157.49,9.67
32.00,2to0,2to0_1,flow1.5,91.94,6.73
32.00,2to0,2to0_1,flow1.4,122.76,9.57
32.00,2to0,2to0_1,flow1.2,189.73,7.28
32.00,2to0,2to0_1,flow1.0,264.65,8.04
32.00,2to0,2to0_2,flow1.7,83.60,15.52
32.00,2to0,2to0_2,flow1.1,410.87,17.01
32.00,3to0,3to0_0,flow2.10,8.20,1.10
32.00,3to0,3to0_0,flow2.9,19.07,4.64
32.00,3to0,3to0_0,flow2.8,56.73,8.48
32.00,3to0,3to0_0,flow2.4,126.75,8.19
32.00,3to0,3to0_0,flow2.3,162.27,9.12
32.00,3to0,3to0_0,flow2.2,189.67,9.31
32.00,3to0,3to0_0,flow2.0,247.63,9.50
32.00,3to0,3to0_1,flow2.7,73.91,8.14
32.00,3to0,3to0_1,flow2.6,96.60,6.96
32.00,3to0,3to0_1,flow2.5,120.15,9.95
32.00,3to0,3to0_2,flow2.1,425.59,16.18
32.00,4to0,4to0_0,flow3.9,10.38,1.91
32.00,4to0,4to0_0,flow3.8,35.94,6.14
32.00,4to0,4to0_0,flow3.7,62.42,8.30
32.00,4to0,4to0_0,flow3.6,121.00,9.58
32.00,4to0,4to0_0,flow3.5,152.03,8.11
32.00,4to0,4to0_0,flow3.0,243.33,7.43
32.00,4to0,4to0_1,flow3.4,181.25,9.04
32.00,4to0,4to0_1,flow3.1,238.29,8.49
32.00,4to0,4to0_2,flow3.3,171.56,9.16
32.00,4to0,4to0_2,flow3.2,301.46,18.16
33.00,1to0,1to0_0,flow0.11,8.99,1.89
33.00,1to0,1to0_0,flow0.9,38.45,6.15
33.00,1to0,1to0_0,flow0.8,86.20,11.46
33.00,1to0,1to0_0,flow0.6,110.65,8.53
33.00,1to0,1to0_0,flow0.4,215.91,8.61
33.00,1to0,1to0_0,flow0.0,255.21,7.30
33.00,1to0,1to0_1,flow0.10,11.23,4.33
33.00,1to0,1to0_1,flow0.7,87.02,7.95
33.00,1to0,1to0_1,flow0.2,203.51,9.61
33.00,1to0,1to0_1,flow0.1,231.18,9.00
33.00,1to0,1to0_2,flow0.3,187.21,9.11
33.00,1to0,1to0_2,flow0.5,319.24,19.63
33.00,2to0,2to0_0,flow1.10,3.10,0.00
33.00,2to0,2to0_0,flow1.9,10.90,2.17
33.00,2to0,2to0_0,flow1.8,49.82,6.55
33.00,2to0,2to0_0,flow1.5,100.59,8.65
33.00,2to0,2to0_0,flow1.3,164.96,7.47
33.00,2to0,2to0_1,flow1.6,84.86,6.41
33.00,2to0,2to0_1,flow1.4,132.18,9.42
33.00,2to0,2to0_1,flow1.2,196.41,6.68
33.00,2to0,2to0_1,flow1.0,273.33,8.68
33.00,2to0,2to0_2,flow1.7,101.69,18.09
33.00,2to0,2to0_2,flow1.1,429.12,18.26
33.00,3to0,3to0_0,flow2.10,9.62,1.42
33.00,3to0,3to0_0,flow2.9,24.53,5.46
33.00,3to0,3to0_0,flow2.8,66.58,9.84
33.00,3to0,3to0_0,flow2.4,133.30,6.55
33.00,3to0,3to0_0,flow2.3,170.78,8.51
33.00,3to0,3to0_0,flow2.2,197.39,7.71
33.00,3to0,3to0_0,flow2.0,256.51,8.88
33.00,3to0,3to0_1,flow2.7,79.86,5.94
33.00,3to0,3to0_1,flow2.6,104.64,8.04
33.00,3to0,3to0_1,flow2.5,128.55,8.39
33.00,3to0,3to0_2,flow2.1,441.57,15.98
33.00,4to0,4to0_0,flow3.9,12.66,2.28
33.00,4to0,4to0_0,flow3.8,43.66,7.72
33.00,4to0,4to0_0,flow3.7,69.97,7.56
33.00,4to0,4to0_0,flow3.6,129.83,8.83
33.00,4to0,4to0_0,flow3.5,161.98,9.96
33.00,4to0,4to0_0,flow3.0,252.02,8.68
33.00,4to0,4to0_1,flow3.4,191.13,9.88
33.00,4to0,4to0_1,flow3.1,247.76,9.47
33.00,4to0,4to0_2,flow3.3,179.51,7.95
33.00,4to0,4to0_2,flow3.2,319.76,18.30
34.00,1to0,1to0_0,flow0.11,14.26,5.27
34.00,1to0,1to0_0,flow0.9,44.73,6.28
34.00,1to0,1to0_0,flow0.8,95.46,9.26
34.00,1to0,1to0_0,flow0.6,118.70,8.05
34.00,1to0,1to0_0,flow0.4,225.66,9.75
34.00,1to0,1to0_0,flow0.0,261.27,6.05
34.00,1to0,1to0_1,flow0.10,16.94,5.71
34.00,1to0,1to0_1,flow0.7,95.54,8.52
34.00,1to0,1to0_1,flow0.2,212.03,8.52
34.00,1to0,1to0_1,flow0.1,238.97,7.80
34.00,1to0,1to0_2,flow0.3,197.16,9.95
34.00,1to0,1to0_2,flow0.5,337.71,18.46
34.00,2to0,2to0_0,flow1.10,3.36,0.26
34.00,2to0,2to0_0,flow1.9,14.49,3.59
34.00,2to0,2to0_0,flow1.8,57.69,7.87
34.00,2to0,2to0_0,flow1.5,108.44,7.85
34.00,2to0,2to0_0,flow1.3,173.86,8.90
34.00,2to0,2to0_1,flow1.6,92.21,7.35
34.00,2to0,2to0_1,flow1.4,141.41,9.22
34.00,2to0,2to0_1,flow1.2,203.11,6.70
34.00,2to0,2to0_1,flow1.0,282.24,8.91
34.00,2to0,2to0_2,flow1.7,121.27,19.57
34.00,2to0,2to0_2,flow1.1,445.18,16.06
34.00,3to0,3to0_0,flow2.10,11.47,1.85
34.00,3to0,3to0_0,flow2.9,30.23,5.70
34.00,3to0,3to0_0,flow2.8,75.40,8.82
34.00,3to0,3to0_0,flow2.4,142.51,9.21
34.00,3to0,3to0_0,flow2.3,180.45,9.67
34.00,3to0,3to0_0,flow2.2,205.80,8.41
34.00,3to0,3to0_0,flow2.0,265.75,9.24
34.00,3to0,3to0_1,flow2.7,85.80,5.94
34.00,3to0,3to0_1,flow2.6,112.67,8.02
34.00,3to0,3to0_1,flow2.5,136.16,7.62
34.00,3to0,3to0_2,flow2.1,455.58,14.01
34.00,4to0,4to0_0,flow3.10,7.10,0.00
34.00,4to0,4to0_0,flow3.9,18.92,6.26
34.00,4to0,4to0_0,flow3.8,53.58,9.92
34.00,4to0,4to0_0,flow3.7,77.78,7.80
34.00,4to0,4to0_0,flow3.6,139.21,9.39
34.00,4to0,4to0_0,flow3.5,171.87,9.89
34.00,4to0,4to0_0,flow3.0,259.92,7.90
34.00,4to0,4to0_1,flow3.4,198.81,7.68
34.00,4to0,4to0_1,flow3.1,255.63,7.87
34.00,4to0,4to0_2,flow3.3,187.45,7.94
34.00,4to0,4to0_2,flow3.2,338.96,19.20
35.00,1to0,1to0_0,flow0.12,5.10,0.00
35.00,1to0,1to0_0,flow0.11,21.58,7.32
35.00,1to0,1to0_0,flow0.9,51.88,7.15
35.00,1to0,1to0_0,flow0.8,105.59,10.13
35.00,1to0,1to0_0,flow0.6,126.21,7.51
35.00,1to0,1to0_0,flow0.4,233.21,7.55
35.00,1to0,1to0_0,flow0.0,267.36,6.09
35.00,1to0,1to0_1,flow0.10,24.53,7.59
35.00,1to0,1to0_1,flow0.7,103.88,8.34
35.00,1to0,1to0_1,flow0.2,220.21,8.18
35.00,1to0,1to0_1,flow0.1,246.83,7.85
35.00,1to0,1to0_2,flow0.3,206.42,9.26
35.00,1to0,1to0_2,flow0.5,356.37,18.66
35.00,2to0,2to0_0,flow1.11,7.10,0.00
35.00,2to0,2to0_0,flow1.9,18.19,3.71
35.00,2to0,2to0_0,flow1.8,66.74,9.05
35.00,2to0,2to0_0,flow1.5,118.14,9.70
35.00,2to0,2to0_0,flow1.3,180.57,6.70
35.00,2to0,2to0_1,flow1.10,5.95,2.59
35.00,2to0,2to0_1,flow1.6,100.58,8.37
35.00,2to0,2to0_1,flow1.4,149.74,8.33
35.00,2to0,2to0_1,flow1.2,210.79,7.69
35.00,2to0,2to0_2,flow1.7,138.64,17.37
35.00,2to0,2to0_2,flow1.0,291.88,9.64
35.00,2to0,2to0_2,flow1.1,463.27,18.10
35.00,3to0,3to0_0,flow2.11,5.10,0.00
35.00,3to0,3to0_0,flow2.10,15.74,4.27
35.00,3to0,3to0_0,flow2.9,37.03,6.80
35.00,3to0,3to0_0,flow2.8,85.07,9.67
35.00,3to0,3to0_0,flow2.4,151.15,8.64
35.00,3to0,3to0_0,flow2.3,187.95,7.50
35.00,3to0,3to0_0,flow2.2,215.58,9.78
35.00,3to0,3to0_0,flow2.0,275.03,9.28
35.00,3to0,3to0_1,flow2.7,91.75,5.94
35.00,3to0,3to0_1,flow2.6,120.29,7.62
35.00,3to0,3to0_1,flow2.5,145.77,9.61
35.00,3to0,3to0_2,flow2.1,467.39,11.81
35.00,4to0,4to0_0,flow3.10,8.33,1.23
35.00,4to0,4to0_0,flow3.9,28.32,9.39
35.00,4to0,4to0_0,flow3.8,62.83,9.25
35.00,4to0,4to0_0,flow3.7,87.65,9.87
35.00,4to0,4to0_0,flow3.6,148.85,9.64
35.00,4to0,4to0_0,flow3.5,181.27,9.39
35.00,4to0,4to0_0,flow3.0,269.82,9.90
35.00,4to0,4to0_1,flow3.4,206.23,7.42
35.00,4to0,4to0_1,flow3.1,265.47,9.84
35.00,4to0,4to0_2,flow3.3,194.14,6.70
35.00,4to0,4to0_2,flow3.2,355.96,17.00
36.00,1to0,1to0_0,flow0.12,5.23,0.13
36.00,1to0,1to0_0,flow0.11,31.31,9.73
36.00,1to0,1to0_0,flow0.9,60.69,8.81
36.00,1to0,1to0_0,flow0.8,113.52,7.93
36.00,1to0,1to0_0,flow0.6,135.67,9.46
36.00,1to0,1to0_0,flow0.4,242.34,9.13
36.00,1to0,1to0_0,flow0.0,276.73,9.37
36.00,1to0,1to0_1,flow0.10,32.09,7.57
36.00,1to0,1to0_1,flow0.7,111.44,7.56
36.00,1to0,1to0_1,flow0.2,229.67,9.45
36.00,1to0,1to0_1,flow0.1,255.56,8.73
36.00,1to0,1to0_2,flow0.3,215.43,9.01
36.00,1to0,1to0_2,flow0.5,374.29,17.92
36.00,2to0,2to0_0,flow1.11,10.05,2.95
36.00,2to0,2to0_0,flow1.9,25.37,7.17
36.00,2to0,2to0_0,flow1.8,73.58,6.85
36.00,2to0,2to0_0,flow1.5,126.22,8.08
36.00,2to0,2to0_0,flow1.3,189.72,9.15
36.00,2to0,2to0_1,flow1.10,8.62,2.67
36.00,2to0,2to0_1,flow1.6,108.75,8.17
36.00,2to0,2to0_1,flow1.4,159.71,9.98
36.00,2to0,2to0_1,flow1.2,219.21,8.41
36.00,2to0,2to0_1,flow1.1,482.48,19.21
36.00,2to0,2to0_2,flow1.7,158.39,19.75
36.00,2to0,2to0_2,flow1.0,299.92,8.04
36.00,3to0,3to0_0,flow2.11,6.81,1.71
36.00,3to0,3to0_0,flow2.10,23.78,8.04
36.00,3to0,3to0_0,flow2.9,45.27,8.25
36.00,3to0,3to0_0,flow2.8,95.01,9.94
36.00,3to0,3to0_0,flow2.4,159.78,8.63
