timestep_time,edge_id,lane_id,vehicle_id,vehicle_pos,vehicle_speed
106.00,0to1,0to1_0,flow1.3,107.47,6.37
106.00,0to1,0to1_0,flow2.5,228.77,7.62
106.00,0to1,0to1_0,flow2.2,294.41,6.99
106.00,0to1,0to1_0,flow2.0,371.52,8.25
106.00,0to1,0to1_1,flow1.11,67.74,17.42
106.00,0to1,0to1_1,flow2.4,216.39,6.29
106.00,0to1,0to1_2,
106.00,0to2,0to2_0,flow3.9,8.30,7.58
106.00,0to2,0to2_0,flow3.1,82.83,8.83
106.00,0to2,0to2_0,flow0.1,201.29,9.26
106.00,0to2,0to2_0,flow2.3,268.57,7.71
106.00,0to2,0to2_1,flow3.8,12.17,7.08
106.00,0to2,0to2_1,flow3.7,33.97,7.74
106.00,0to2,0to2_1,flow3.3,65.29,8.98
106.00,0to2,0to2_1,flow0.3,136.65,9.43
106.00,0to2,0to2_1,flow0.2,177.23,7.66
106.00,0to2,0to2_2,
106.00,0to3,0to3_0,flow3.5,64.30,7.85
106.00,0to3,0to3_0,flow3.0,88.30,7.39
106.00,0to3,0to3_1,flow3.6,37.59,9.92
106.00,0to3,0to3_1,flow0.11,74.39,8.71
106.00,0to3,0to3_2,
106.00,0to4,0to4_0,flow1.8,82.39,9.96
106.00,0to4,0to4_0,flow2.6,134.23,8.25
106.00,0to4,0to4_0,flow0.6,221.33,9.64
106.00,0to4,0to4_0,flow0.0,320.83,7.78
106.00,0to4,0to4_1,flow1.9,60.71,6.92
106.00,0to4,0to4_1,flow1.7,235.38,19.33
106.00,0to4,0to4_1,flow0.8,368.43,19.04
106.00,0to4,0to4_2,
106.00,1to0,1to0_0,flow0.13,475.89,0.00
106.00,1to0,1to0_0,flow0.9,485.40,0.00
106.00,1to0,1to0_1,flow0.12,485.40,0.00
106.00,1to0,1to0_2,flow0.10,468.38,0.00
106.00,1to0,1to0_2,flow0.14,477.90,0.00
106.00,1to0,1to0_2,flow0.7,485.40,0.00
106.00,2to0,2to0_0,
106.00,2to0,2to0_1,
106.00,2to0,2to0_2,flow1.13,454.06,0.88
106.00,2to0,2to0_2,flow1.12,461.07,0.36
106.00,2to0,2to0_2,flow1.10,466.98,0.35
106.00,2to0,2to0_2,flow1.6,472.64,0.12
106.00,2to0,2to0_2,flow1.4,478.27,0.02
106.00,2to0,2to0_2,flow1.2,485.81,0.00
106.00,3to0,3to0_0,flow2.14,470.22,1.34
106.00,3to0,3to0_0,flow2.10,479.90,0.00
106.00,3to0,3to0_0,flow2.9,485.40,0.00
106.00,3to0,3to0_1,flow2.11,475.90,0.00
106.00,3to0,3to0_1,flow2.7,485.40,0.00
106.00,3to0,3to0_2,flow2.13,466.33,0.07
106.00,3to0,3to0_2,flow2.12,475.90,0.00
106.00,3to0,3to0_2,flow2.8,485.40,0.00
106.00,4to0,4to0_0,
106.00,4to0,4to0_1,flow3.10,484.44,6.30
106.00,4to0,4to0_2,flow3.11,455.88,0.67
106.00,4to0,4to0_2,flow3.14,469.69,3.75
106.00,4to0,4to0_2,flow3.4,481.81,0.00
107.00,:0_0,:0_0_0,flow1.14,6.73,3.73
107.00,:0_4,:0_4_0,flow1.0,4.91,0.00
107.00,:0_10,:0_10_0,flow3.12,8.04,6.14
107.00,:0_11,:0_11_0,
107.00,:0_11,:0_11_1,flow3.10,2.14,4.10
107.00,:0_11,:0_11_1,flow3.13,20.16,7.17
107.00,:0_11,:0_11_2,
107.00,:0_22,:0_22_0,flow3.2,0.88,0.98
107.00,0to1,0to1_0,flow1.5,74.50,9.92
107.00,0to1,0to1_0,flow1.3,116.23,8.76
107.00,0to1,0to1_0,flow2.5,236.73,7.96
107.00,0to1,0to1_0,flow2.2,301.58,7.17
107.00,0to1,0to1_0,flow2.0,379.41,7.89
107.00,0to1,0to1_1,flow1.11,83.97,16.24
107.00,0to1,0to1_1,flow2.4,224.72,8.33
107.00,0to1,0to1_2,
107.00,0to2,0to2_0,flow3.9,17.39,9.09
107.00,0to2,0to2_0,flow3.1,90.79,7.97
107.00,0to2,0to2_0,flow0.3,145.96,9.31
107.00,0to2,0to2_0,flow0.1,208.95,7.66
107.00,0to2,0to2_0,flow2.3,277.32,8.75
107.00,0to2,0to2_1,flow3.8,21.30,9.14
107.00,0to2,0to2_1,flow3.7,43.59,9.62
107.00,0to2,0to2_1,flow3.3,75.17,9.89
107.00,0to2,0to2_1,flow0.2,185.07,7.85
107.00,0to2,0to2_2,
107.00,0to3,0to3_0,flow3.5,72.45,8.15
107.00,0to3,0to3_0,flow3.0,94.41,6.10
107.00,0to3,0to3_1,flow3.6,47.44,9.85
107.00,0to3,0to3_1,flow0.11,82.01,7.62
107.00,0to3,0to3_2,
107.00,0to4,0to4_0,flow1.8,91.95,9.56
107.00,0to4,0to4_0,flow2.6,141.34,7.11
107.00,0to4,0to4_0,flow0.6,229.37,8.04
107.00,0to4,0to4_0,flow0.0,329.83,9.01
107.00,0to4,0to4_1,flow1.9,69.97,9.26
107.00,0to4,0to4_1,flow1.7,252.50,17.13
107.00,0to4,0to4_1,flow0.8,387.89,19.46
107.00,0to4,0to4_2,
107.00,1to0,1to0_0,flow0.13,475.90,0.01
107.00,1to0,1to0_0,flow0.9,485.40,0.00
107.00,1to0,1to0_1,flow0.12,485.40,0.00
107.00,1to0,1to0_2,flow0.10,468.38,0.01
107.00,1to0,1to0_2,flow0.14,477.90,0.00
107.00,1to0,1to0_2,flow0.7,485.40,0.00
107.00,2to0,2to0_0,
107.00,2to0,2to0_1,
107.00,2to0,2to0_2,flow1.13,454.33,0.27
107.00,2to0,2to0_2,flow1.12,461.31,0.24
107.00,2to0,2to0_2,flow1.10,466.99,0.01
107.00,2to0,2to0_2,flow1.6,472.76,0.12
107.00,2to0,2to0_2,flow1.4,478.28,0.01
107.00,2to0,2to0_2,flow1.2,485.81,0.00
107.00,3to0,3to0_0,flow2.14,470.33,0.11
107.00,3to0,3to0_0,flow2.10,479.90,0.00
107.00,3to0,3to0_0,flow2.9,485.40,0.00
107.00,3to0,3to0_1,flow2.11,475.90,0.00
107.00,3to0,3to0_1,flow2.7,485.40,0.00
107.00,3to0,3to0_2,flow2.13,466.39,0.06
107.00,3to0,3to0_2,flow2.12,475.90,0.00
107.00,3to0,3to0_2,flow2.8,485.40,0.00
107.00,4to0,4to0_0,
107.00,4to0,4to0_1,
107.00,4to0,4to0_2,flow3.11,457.28,1.39
107.00,4to0,4to0_2,flow3.14,472.06,2.37
107.00,4to0,4to0_2,flow3.4,481.81,0.00
108.00,:0_4,:0_4_0,flow1.0,4.91,0.00
108.00,:0_11,:0_11_0,
108.00,:0_11,:0_11_1,flow3.10,5.88,3.74
108.00,:0_11,:0_11_2,
108.00,:0_22,:0_22_0,flow3.2,2.19,1.31
108.00,0to1,0to1_0,flow1.14,3.17,5.47
108.00,0to1,0to1_0,flow1.5,82.21,7.72
108.00,0to1,0to1_0,flow1.3,125.89,9.66
108.00,0to1,0to1_0,flow2.5,246.50,9.77
108.00,0to1,0to1_0,flow2.2,311.57,9.99
108.00,0to1,0to1_0,flow2.0,388.18,8.77
108.00,0to1,0to1_1,flow1.11,101.55,17.57
108.00,0to1,0to1_1,flow2.4,232.52,7.81
108.00,0to1,0to1_2,
108.00,0to2,0to2_0,flow3.9,24.70,7.30
108.00,0to2,0to2_0,flow3.1,99.89,9.10
108.00,0to2,0to2_0,flow0.3,155.01,9.05
108.00,0to2,0to2_0,flow0.1,217.99,9.04
108.00,0to2,0to2_0,flow2.3,286.69,9.37
108.00,0to2,0to2_1,flow3.13,1.09,8.12
108.00,0to2,0to2_1,flow3.8,28.24,6.94
108.00,0to2,0to2_1,flow3.7,53.38,9.79
108.00,0to2,0to2_1,flow3.3,83.82,8.65
108.00,0to2,0to2_1,flow0.2,192.05,6.97
108.00,0to2,0to2_2,
108.00,0to3,0to3_0,flow3.12,4.20,5.19
108.00,0to3,0to3_0,flow3.5,78.40,5.95
108.00,0to3,0to3_0,flow3.0,100.46,6.05
108.00,0to3,0to3_1,flow3.6,55.69,8.25
108.00,0to3,0to3_1,flow0.11,89.44,7.43
108.00,0to3,0to3_2,
108.00,0to4,0to4_0,flow1.8,100.05,8.10
108.00,0to4,0to4_0,flow2.6,150.23,8.89
108.00,0to4,0to4_0,flow0.6,238.75,9.38
108.00,0to4,0to4_0,flow0.0,338.95,9.12
108.00,0to4,0to4_1,flow1.9,79.63,9.66
108.00,0to4,0to4_1,flow1.7,268.38,15.88
108.00,0to4,0to4_1,flow0.8,406.75,18.85
108.00,0to4,0to4_2,
108.00,1to0,1to0_0,flow0.13,475.90,0.00
108.00,1to0,1to0_0,flow0.9,485.40,0.00
108.00,1to0,1to0_1,flow0.12,485.40,0.00
108.00,1to0,1to0_2,flow0.10,468.38,0.00
108.00,1to0,1to0_2,flow0.14,477.90,0.00
108.00,1to0,1to0_2,flow0.7,485.40,0.00
108.00,2to0,2to0_0,
108.00,2to0,2to0_1,
108.00,2to0,2to0_2,flow1.13,455.53,1.20
108.00,2to0,2to0_2,flow1.12,461.39,0.08
108.00,2to0,2to0_2,flow1.10,467.19,0.20
108.00,2to0,2to0_2,flow1.6,472.78,0.02
108.00,2to0,2to0_2,flow1.4,478.28,0.01
108.00,2to0,2to0_2,flow1.2,485.81,0.00
108.00,3to0,3to0_0,flow2.14,470.36,0.04
108.00,3to0,3to0_0,flow2.10,479.90,0.00
108.00,3to0,3to0_0,flow2.9,485.40,0.00
108.00,3to0,3to0_1,flow2.11,475.90,0.00
108.00,3to0,3to0_1,flow2.7,485.40,0.00
108.00,3to0,3to0_2,flow2.13,466.39,0.00
108.00,3to0,3to0_2,flow2.12,475.90,0.00
108.00,3to0,3to0_2,flow2.8,485.40,0.00
108.00,4to0,4to0_0,
108.00,4to0,4to0_1,
108.00,4to0,4to0_2,flow3.11,458.34,1.06
108.00,4to0,4to0_2,flow3.14,473.48,1.42
108.00,4to0,4to0_2,flow3.4,482.29,0.48
109.00,:0_4,:0_4_0,flow1.0,4.91,0.00
109.00,:0_11,:0_11_0,
109.00,:0_11,:0_11_1,
109.00,:0_11,:0_11_2,flow3.10,10.44,4.56
109.00,:0_22,:0_22_0,flow3.2,8.66,6.47
109.00,0to1,0to1_0,flow1.14,9.67,6.50
109.00,0to1,0to1_0,flow1.5,89.30,7.09
109.00,0to1,0to1_0,flow1.3,134.40,8.51
109.00,0to1,0to1_0,flow2.5,255.20,8.70
109.00,0to1,0to1_0,flow2.2,319.36,7.79
109.00,0to1,0to1_0,flow2.0,398.15,9.97
109.00,0to1,0to1_1,flow1.11,119.24,17.69
109.00,0to1,0to1_1,flow2.4,242.37,9.85
109.00,0to1,0to1_2,
109.00,0to2,0to2_0,flow3.9,32.87,8.17
109.00,0to2,0to2_0,flow3.1,108.68,8.79
109.00,0to2,0to2_0,flow0.3,163.44,8.43
109.00,0to2,0to2_0,flow0.1,225.56,7.57
109.00,0to2,0to2_0,flow2.3,293.99,7.30
109.00,0to2,0to2_1,flow3.13,8.53,7.45
109.00,0to2,0to2_1,flow3.8,35.70,7.46
109.00,0to2,0to2_1,flow3.7,61.57,8.19
109.00,0to2,0to2_1,flow3.3,91.63,7.81
109.00,0to2,0to2_1,flow0.2,199.91,7.87
109.00,0to2,0to2_2,
109.00,0to3,0to3_0,flow3.12,10.77,6.58
109.00,0to3,0to3_0,flow3.5,86.01,7.61
109.00,0to3,0to3_0,flow3.0,107.04,6.59
109.00,0to3,0to3_1,flow3.6,63.40,7.71
109.00,0to3,0to3_1,flow0.11,97.15,7.71
109.00,0to3,0to3_2,
109.00,0to4,0to4_0,flow1.8,109.34,9.29
109.00,0to4,0to4_0,flow2.6,160.09,9.86
109.00,0to4,0to4_0,flow0.6,246.54,7.79
109.00,0to4,0to4_0,flow0.0,348.87,9.92
109.00,0to4,0to4_1,flow1.9,87.87,8.24
109.00,0to4,0to4_1,flow1.7,283.73,15.35
109.00,0to4,0to4_1,flow0.8,423.40,16.65
109.00,0to4,0to4_2,
109.00,1to0,1to0_0,flow0.13,475.90,0.00
109.00,1to0,1to0_0,flow0.9,485.40,0.00
109.00,1to0,1to0_1,flow0.12,485.40,0.00
109.00,1to0,1to0_2,flow0.10,468.40,0.01
109.00,1to0,1to0_2,flow0.14,477.90,0.00
109.00,1to0,1to0_2,flow0.7,485.40,0.00
109.00,2to0,2to0_0,
109.00,2to0,2to0_1,
109.00,2to0,2to0_2,flow1.13,455.84,0.31
109.00,2to0,2to0_2,flow1.12,461.50,0.11
109.00,2to0,2to0_2,flow1.10,467.20,0.01
109.00,2to0,2to0_2,flow1.6,472.78,0.00
109.00,2to0,2to0_2,flow1.4,478.30,0.02
109.00,2to0,2to0_2,flow1.2,485.81,0.00
109.00,3to0,3to0_0,flow2.14,470.38,0.01
109.00,3to0,3to0_0,flow2.10,479.90,0.00
109.00,3to0,3to0_0,flow2.9,485.40,0.00
109.00,3to0,3to0_1,flow2.11,475.90,0.00
109.00,3to0,3to0_1,flow2.7,485.40,0.00
109.00,3to0,3to0_2,flow2.13,466.39,0.00
109.00,3to0,3to0_2,flow2.12,475.90,0.00
109.00,3to0,3to0_2,flow2.8,485.40,0.00
109.00,4to0,4to0_0,
109.00,4to0,4to0_1,
109.00,4to0,4to0_2,flow3.11,460.84,2.50
109.00,4to0,4to0_2,flow3.14,474.33,0.85
109.00,4to0,4to0_2,flow3.4,482.52,0.23
110.00,:0_4,:0_4_0,flow1.0,4.91,0.00
110.00,:0_11,:0_11_0,
110.00,:0_11,:0_11_1,
110.00,:0_11,:0_11_2,flow3.10,17.80,7.35
110.00,0to1,0to1_0,flow1.14,18.64,8.97
110.00,0to1,0to1_0,flow1.5,97.45,8.15
110.00,0to1,0to1_0,flow1.3,144.32,9.92
110.00,0to1,0to1_0,flow2.5,264.55,9.35
110.00,0to1,0to1_0,flow2.2,328.03,8.68
110.00,0to1,0to1_0,flow2.0,406.12,7.97
110.00,0to1,0to1_1,flow1.11,135.99,16.75
110.00,0to1,0to1_1,flow2.4,250.02,7.65
110.00,0to1,0to1_2,flow3.2,0.07,10.90
110.00,0to2,0to2_0,flow3.9,42.40,9.53
110.00,0to2,0to2_0,flow3.1,116.98,8.30
110.00,0to2,0to2_0,flow0.3,172.57,9.13
110.00,0to2,0to2_0,flow0.1,233.35,7.78
110.00,0to2,0to2_0,flow2.3,300.97,6.98
110.00,0to2,0to2_1,flow3.13,15.39,6.85
110.00,0to2,0to2_1,flow3.8,42.26,6.56
110.00,0to2,0to2_1,flow3.7,70.23,8.66
110.00,0to2,0to2_1,flow3.3,101.55,9.92
110.00,0to2,0to2_1,flow0.2,209.72,9.80
110.00,0to2,0to2_2,
110.00,0to3,0to3_0,flow3.12,19.81,9.04
110.00,0to3,0to3_0,flow3.5,91.42,5.41
110.00,0to3,0to3_0,flow3.0,115.45,8.41
110.00,0to3,0to3_1,flow3.6,72.62,9.22
110.00,0to3,0to3_1,flow0.11,106.48,9.34
110.00,0to3,0to3_2,
110.00,0to4,0to4_0,flow1.9,94.56,6.70
110.00,0to4,0to4_0,flow1.8,119.20,9.86
110.00,0to4,0to4_0,flow2.6,167.75,7.66
110.00,0to4,0to4_0,flow0.6,254.57,8.04
110.00,0to4,0to4_0,flow0.0,357.27,8.40
110.00,0to4,0to4_1,flow1.7,300.97,17.24
110.00,0to4,0to4_1,flow0.8,441.16,17.76
110.00,0to4,0to4_2,
110.00,1to0,1to0_0,flow0.13,475.90,0.00
110.00,1to0,1to0_0,flow0.9,485.40,0.00
110.00,1to0,1to0_1,flow0.12,485.40,0.00
110.00,1to0,1to0_2,flow0.10,468.40,0.00
110.00,1to0,1to0_2,flow0.14,477.90,0.00
110.00,1to0,1to0_2,flow0.7,485.40,0.00
110.00,2to0,2to0_0,
110.00,2to0,2to0_1,
110.00,2to0,2to0_2,flow1.13,455.95,0.10
110.00,2to0,2to0_2,flow1.12,461.51,0.00
110.00,2to0,2to0_2,flow1.10,467.20,0.00
110.00,2to0,2to0_2,flow1.6,472.79,0.01
110.00,2to0,2to0_2,flow1.4,478.30,0.00
110.00,2to0,2to0_2,flow1.2,485.81,0.00
110.00,3to0,3to0_0,flow2.14,470.39,0.02
110.00,3to0,3to0_0,flow2.10,479.90,0.00
110.00,3to0,3to0_0,flow2.9,485.40,0.00
110.00,3to0,3to0_1,flow2.11,475.90,0.00
110.00,3to0,3to0_1,flow2.7,485.40,0.00
110.00,3to0,3to0_2,flow2.13,466.39,0.00
110.00,3to0,3to0_2,flow2.12,475.90,0.00
110.00,3to0,3to0_2,flow2.8,485.40,0.00
110.00,4to0,4to0_0,
110.00,4to0,4to0_1,
110.00,4to0,4to0_2,flow3.11,462.27,1.43
110.00,4to0,4to0_2,flow3.14,474.88,0.54
110.00,4to0,4to0_2,flow3.4,483.66,1.14
111.00,:0_4,:0_4_0,flow1.0,4.91,0.00
111.00,:0_14,:0_14_0,flow3.4,1.42,4.16
111.00,0to1,0to1_0,flow1.14,27.09,8.46
111.00,0to1,0to1_0,flow1.5,104.18,6.73
111.00,0to1,0to1_0,flow1.3,152.94,8.62
111.00,0to1,0to1_0,flow2.5,273.56,9.01
111.00,0to1,0to1_0,flow2.2,336.70,8.66
111.00,0to1,0to1_0,flow2.0,414.39,8.27
111.00,0to1,0to1_1,flow1.11,150.75,14.76
111.00,0to1,0to1_1,flow2.4,259.53,9.51
111.00,0to1,0to1_2,flow3.2,15.58,15.51
111.00,0to2,0to2_0,flow3.9,51.68,9.28
111.00,0to2,0to2_0,flow3.1,125.05,8.07
111.00,0to2,0to2_0,flow0.3,181.16,8.59
111.00,0to2,0to2_0,flow0.1,241.21,7.86
111.00,0to2,0to2_0,flow2.3,310.37,9.40
111.00,0to2,0to2_1,flow3.13,24.11,8.72
111.00,0to2,0to2_1,flow3.8,49.48,7.22
111.00,0to2,0to2_1,flow3.7,78.96,8.73
111.00,0to2,0to2_1,flow3.3,110.63,9.08
111.00,0to2,0to2_1,flow0.2,219.18,9.46
111.00,0to2,0to2_2,flow3.10,2.96,12.36
111.00,0to3,0to3_0,flow3.12,29.59,9.78
111.00,0to3,0to3_0,flow3.5,98.40,6.98
111.00,0to3,0to3_0,flow3.0,123.02,7.57
111.00,0to3,0to3_1,flow3.6,82.26,9.64
111.00,0to3,0to3_1,flow0.11,114.87,8.39
111.00,0to3,0to3_2,
111.00,0to4,0to4_0,flow1.9,104.24,9.68
111.00,0to4,0to4_0,flow1.8,127.96,8.77
111.00,0to4,0to4_0,flow2.6,176.04,8.29
111.00,0to4,0to4_0,flow0.6,263.05,8.48
111.00,0to4,0to4_0,flow0.0,363.89,6.61
111.00,0to4,0to4_1,flow1.7,318.80,17.83
111.00,0to4,0to4_1,flow0.8,458.87,17.71
111.00,0to4,0to4_2,
111.00,1to0,1to0_0,flow0.13,475.90,0.00
111.00,1to0,1to0_0,flow0.9,485.40,0.00
111.00,1to0,1to0_1,flow0.12,485.40,0.00
111.00,1to0,1to0_2,flow0.10,468.40,0.00
111.00,1to0,1to0_2,flow0.14,477.90,0.00
111.00,1to0,1to0_2,flow0.7,485.40,0.00
111.00,2to0,2to0_0,
111.00,2to0,2to0_1,
111.00,2to0,2to0_2,flow1.13,456.00,0.05
111.00,2to0,2to0_2,flow1.12,461.66,0.15
111.00,2to0,2to0_2,flow1.10,467.21,0.01
111.00,2to0,2to0_2,flow1.6,472.79,0.01
111.00,2to0,2to0_2,flow1.4,478.30,0.00
111.00,2to0,2to0_2,flow1.2,485.81,0.00
111.00,3to0,3to0_0,flow2.14,470.40,0.00
111.00,3to0,3to0_0,flow2.10,479.90,0.00
111.00,3to0,3to0_0,flow2.9,485.40,0.00
111.00,3to0,3to0_1,flow2.11,475.90,0.00
111.00,3to0,3to0_1,flow2.7,485.40,0.00
111.00,3to0,3to0_2,flow2.13,466.39,0.00
111.00,3to0,3to0_2,flow2.12,475.90,0.00
111.00,3to0,3to0_2,flow2.8,485.40,0.00
111.00,4to0,4to0_0,
111.00,4to0,4to0_1,
111.00,4to0,4to0_2,flow3.11,464.03,1.76
111.00,4to0,4to0_2,flow3.14,474.96,0.09
112.00,:0_20,:0_20_0,flow1.0,2.34,2.44
112.00,:0_22,:0_22_0,flow3.4,3.78,7.37
112.00,0to1,0to1_0,flow1.14,36.70,9.61
112.00,0to1,0to1_0,flow1.5,111.77,7.59
112.00,0to1,0to1_0,flow1.3,159.36,6.42
112.00,0to1,0to1_0,flow2.5,283.09,9.52
112.00,0to1,0to1_0,flow2.2,343.31,6.62
112.00,0to1,0to1_0,flow2.0,421.49,7.10
112.00,0to1,0to1_1,flow1.11,166.86,16.11
112.00,0to1,0to1_1,flow2.4,268.78,9.26
112.00,0to1,0to1_2,flow3.2,30.25,14.67
112.00,0to2,0to2_0,flow3.9,61.36,9.68
112.00,0to2,0to2_0,flow3.1,133.03,7.99
112.00,0to2,0to2_0,flow0.3,189.78,8.61
112.00,0to2,0to2_0,flow0.1,248.99,7.78
112.00,0to2,0to2_0,flow2.3,319.21,8.84
112.00,0to2,0to2_1,flow3.13,32.60,8.50
112.00,0to2,0to2_1,flow3.8,57.08,7.60
112.00,0to2,0to2_1,flow3.7,86.93,7.96
112.00,0to2,0to2_1,flow3.3,118.44,7.81
112.00,0to2,0to2_1,flow0.2,227.80,8.62
112.00,0to2,0to2_2,flow3.10,17.91,14.95
112.00,0to3,0to3_0,flow3.12,37.77,8.18
112.00,0to3,0to3_0,flow3.5,105.82,7.42
112.00,0to3,0to3_0,flow3.0,132.57,9.55
112.00,0to3,0to3_1,flow3.6,91.10,8.84
112.00,0to3,0to3_1,flow0.11,123.32,8.45
112.00,0to3,0to3_2,
112.00,0to4,0to4_0,flow1.9,113.78,9.53
112.00,0to4,0to4_0,flow1.8,135.00,7.04
112.00,0to4,0to4_0,flow2.6,183.66,7.61
112.00,0to4,0to4_0,flow0.6,271.48,8.43
112.00,0to4,0to4_0,flow0.0,370.81,6.92
112.00,0to4,0to4_1,flow1.7,335.07,16.26
112.00,0to4,0to4_1,flow0.8,474.96,16.09
112.00,0to4,0to4_2,
112.00,1to0,1to0_0,flow0.13,475.90,0.00
112.00,1to0,1to0_0,flow0.9,485.40,0.00
112.00,1to0,1to0_1,flow0.12,485.40,0.00
112.00,1to0,1to0_2,flow0.10,468.40,0.00
112.00,1to0,1to0_2,flow0.14,477.90,0.00
112.00,1to0,1to0_2,flow0.7,485.40,0.00
112.00,2to0,2to0_0,
112.00,2to0,2to0_1,
112.00,2to0,2to0_2,flow1.13,456.01,0.01
112.00,2to0,2to0_2,flow1.12,461.68,0.02
112.00,2to0,2to0_2,flow1.10,467.26,0.05
112.00,2to0,2to0_2,flow1.6,472.80,0.00
112.00,2to0,2to0_2,flow1.4,478.31,0.00
112.00,2to0,2to0_2,flow1.2,485.81,0.00
112.00,3to0,3to0_0,flow2.14,470.40,0.00
112.00,3to0,3to0_0,flow2.10,479.90,0.00
112.00,3to0,3to0_0,flow2.9,485.40,0.00
112.00,3to0,3to0_1,flow2.11,475.90,0.00
112.00,3to0,3to0_1,flow2.7,485.40,0.00
112.00,3to0,3to0_2,flow2.13,466.40,0.00
112.00,3to0,3to0_2,flow2.12,475.90,0.00
112.00,3to0,3to0_2,flow2.8,485.40,0.00
112.00,4to0,4to0_0,
112.00,4to0,4to0_1,
112.00,4to0,4to0_2,flow3.11,465.00,0.96
112.00,4to0,4to0_2,flow3.14,478.28,3.31
113.00,:0_4,:0_4_0,flow1.2,1.40,1.99
113.00,:0_20,:0_20_0,flow1.0,5.05,2.70
113.00,:0_22,:0_22_0,flow3.4,11.29,7.51
113.00,0to1,0to1_0,flow1.14,44.98,8.27
113.00,0to1,0to1_0,flow1.5,120.97,9.19
113.00,0to1,0to1_0,flow1.3,167.62,8.26
113.00,0to1,0to1_0,flow2.5,292.89,9.80
113.00,0to1,0to1_0,flow2.2,351.20,7.89
113.00,0to1,0to1_0,flow2.0,430.51,9.01
113.00,0to1,0to1_1,flow1.11,183.99,17.12
113.00,0to1,0to1_1,flow2.4,276.00,7.22
113.00,0to1,0to1_2,flow3.2,46.81,16.56
113.00,0to2,0to2_0,flow3.9,68.85,7.48
113.00,0to2,0to2_0,flow3.1,141.76,8.73
113.00,0to2,0to2_0,flow0.3,197.36,7.59
113.00,0to2,0to2_0,flow0.1,258.01,9.02
113.00,0to2,0to2_0,flow2.3,328.41,9.20
113.00,0to2,0to2_1,flow3.13,41.74,9.14
113.00,0to2,0to2_1,flow3.8,63.27,6.20
113.00,0to2,0to2_1,flow3.7,95.25,8.33
113.00,0to2,0to2_1,flow3.3,125.14,6.70
113.00,0to2,0to2_1,flow0.2,234.44,6.64
113.00,0to2,0to2_2,flow3.10,34.17,16.26
113.00,0to3,0to3_0,flow3.12,47.43,9.67
113.00,0to3,0to3_0,flow3.5,115.13,9.30
113.00,0to3,0to3_0,flow3.0,140.29,7.72
113.00,0to3,0to3_1,flow0.11,130.13,6.82
113.00,0to3,0to3_2,flow3.6,98.55,7.45
113.00,0to4,0to4_0,flow1.8,141.78,6.78
113.00,0to4,0to4_0,flow2.6,193.41,9.75
113.00,0to4,0to4_0,flow0.6,280.37,8.89
113.00,0to4,0to4_0,flow0.0,376.84,6.03
113.00,0to4,0to4_1,flow1.9,121.11,7.33
113.00,0to4,0to4_1,flow1.7,354.95,19.88
113.00,0to4,0to4_2,
113.00,1to0,1to0_0,flow0.13,475.90,0.00
113.00,1to0,1to0_0,flow0.9,485.40,0.00
113.00,1to0,1to0_1,flow0.12,485.40,0.00
113.00,1to0,1to0_2,flow0.10,468.40,0.00
113.00,1to0,1to0_2,flow0.14,477.90,0.00
113.00,1to0,1to0_2,flow0.7,485.40,0.00
113.00,2to0,2to0_0,
113.00,2to0,2to0_1,
113.00,2to0,2to0_2,flow1.13,456.09,0.08
113.00,2to0,2to0_2,flow1.12,461.73,0.05
113.00,2to0,2to0_2,flow1.10,467.29,0.02
113.00,2to0,2to0_2,flow1.6,472.80,0.00
113.00,2to0,2to0_2,flow1.4,478.31,0.00
113.00,3to0,3to0_0,flow2.14,470.40,0.00
113.00,3to0,3to0_0,flow2.10,479.90,0.00
113.00,3to0,3to0_0,flow2.9,485.40,0.00
113.00,3to0,3to0_1,flow2.11,475.90,0.00
113.00,3to0,3to0_1,flow2.7,485.40,0.00
113.00,3to0,3to0_2,flow2.13,466.40,0.00
113.00,3to0,3to0_2,flow2.12,475.90,0.00
113.00,3to0,3to0_2,flow2.8,485.40,0.00
113.00,4to0,4to0_0,
113.00,4to0,4to0_1,
113.00,4to0,4to0_2,flow3.11,467.79,2.79
113.00,4to0,4to0_2,flow3.14,480.94,2.66
114.00,:0_4,:0_4_0,flow1.2,4.33,2.93
114.00,:0_20,:0_20_0,flow1.0,10.25,5.20
114.00,:0_22,:0_22_0,flow3.4,16.60,5.31
114.00,0to1,0to1_0,flow1.14,54.02,9.04
114.00,0to1,0to1_0,flow1.5,127.96,6.99
114.00,0to1,0to1_0,flow1.3,174.66,7.04
114.00,0to1,0to1_0,flow2.5,301.89,9.00
114.00,0to1,0to1_0,flow2.2,358.79,7.59
114.00,0to1,0to1_0,flow2.0,437.32,6.81
114.00,0to1,0to1_1,flow1.11,201.25,17.27
114.00,0to1,0to1_1,flow2.4,284.68,8.68
114.00,0to1,0to1_2,flow3.2,64.67,17.86
114.00,0to2,0to2_0,flow3.9,77.02,8.17
114.00,0to2,0to2_0,flow3.1,149.45,7.69
114.00,0to2,0to2_0,flow0.3,207.03,9.67
114.00,0to2,0to2_0,flow0.1,266.62,8.61
114.00,0to2,0to2_0,flow2.3,336.13,7.72
114.00,0to2,0to2_1,flow3.13,48.68,6.94
114.00,0to2,0to2_1,flow3.8,72.98,9.71
114.00,0to2,0to2_1,flow3.7,101.98,6.73
114.00,0to2,0to2_1,flow3.3,134.08,8.94
